_id,name,dval,dreason,date
6803e26f710f3abf33e841a7,forest,10,,2025-04-19
680530386386530edcbf5180,forest,9,,2025-04-20
6806abc0c6b425e98516639c,forest,8,,2025-04-21
6807c75703fa835c74055740,forest,9,Downward spiral,2025-04-22
68093aa321289174e5ae41d9,forest,9,It’s ogre,2025-04-23
680a764d3f0c7c36442fb10d,forest,9,Activation energy for anything is so high,2025-04-24
680c0adb54124d8add405f97,forest,8,Just don’t think,2025-04-25
680d181cd792d6afceb56df4,sara,6,what am i doing with my life,2025-04-18
680d183dd792d6afceb56df5,sara,5,"im glad im horizontal rn. 17 miles down, blisters for dayz",2025-04-19
680d18aad792d6afceb56df6,sara,7,idk how i survived today. y legs are weak. 7 more days lol,2025-04-21
680d18edd792d6afceb56df7,sara,4,gustavo and elena bought me a lemonade.,2025-04-22
680d1926d792d6afceb56df8,sara,4,my blisters will be the death of me. lunch=scenic.,2025-04-23
680d195ed792d6afceb56df9,sara,6,my legs hurt and im lonely but i got a thicc hot chocolate,2025-04-20
680d199dd792d6afceb56dfa,sara,6,my pinkies are throbbing and i want my own bed,2025-04-24
680d19ddd792d6afceb56dfb,sara,5,"i think im hitting my stride here, good bunk bed chats.",2025-04-25
680d1a25d792d6afceb56dfc,sara,4,"prob best day yet, in a good routine now, chatted with folks",2025-04-26
680d3163c36e753fbcc81d9e,forest,8,mc w best bud. why is grace leaving us :(,2025-04-26
680ecb3846b9fcc0676d4f7f,forest,8,Struggling,2025-04-27
680fcfff6bd939a94ccb663e,forest,9,,2025-04-28
681166c75f4c55cf3f77ff97,forest,9,Nothing ever goes how I want,2025-04-29
6811785636d15a7546532545,sara,2,"""so should we walk today?"" + dinner serendipity",2025-04-27
681178a136d15a7546532546,sara,2,the wine made it a 10/10 despite no pwr,2025-04-28
681178b536d15a7546532547,sara,5,happy for the adventure sad for goodbyes,2025-04-29
6811fc5bda5c9d097d3f15db,sara,10,Fml i have cried 3 times today and I’m not even back at work yet,2025-04-30
6811fc63da5c9d097d3f15dc,sara,10,Fml i have cried 3 times today and I’m not even offici back at work yet,2025-04-30
6811fc69da5c9d097d3f15dd,sara,10,Fml i have cried 3 times today and I’m not even officially back at work yet,2025-04-30
6811fc6bda5c9d097d3f15de,sara,10,Fml i have cried 3 times today and I’m not even officially back at work yet,2025-04-30
6812630f822d838cb263b9c9,forest,10,At my limit,2025-04-30
6813b0357c8f0fbca3db47eb,sara,6,Surprising feel okay despite everything that’s happened today thus far. ,2025-05-01
6813b0797c8f0fbca3db47ec,forest,10,My animal instincts are telling me that I need to do whatever it takes to survive,2025-05-01
68151e3678be8f37c3300753,forest,9,The closest that I’ve ever been,2025-05-02
681538354ef460965040030d,sara,8,How can one be so at peace yet so sad within,2025-05-02
68166cc79e41ab78770f8501,grace,6,hanging w the best of buds ,2025-05-03
68166d2c9e41ab78770f8502,sara,3,Really sweet morning and now drinking four loco with buddies so what more could I ask for,2025-05-03
68166dae9e41ab78770f8503,forest,9,I feel self conscious typing in front of these peeps,2025-05-03
68176062e2b9e5cfe578fc97,sara,8,Enough said,2025-05-04
681817ef53e40d9108dfd194,forest,9,A battle on all fronts,2025-05-04
6818ef63c6af91d66da9d2f0,sara,7,I hate my life but my postcards have been sent,2025-05-05
68194730b4b049c4a6d5201e,forest,8,"Ate w buds for lunch, crazy. 8/10 is a W",2025-05-05
681a48b8d948091e58b61f59,forest,8,I W E A,2025-05-06
681ab8a6d065c24db5acd465,sara,7,I stood up to a bully today and was defeated by another ,2025-05-06
681c004d1f9900fa94824d19,forest,10,I understand myself a little better now,2025-05-07
681c14c268d88f1721c07c7c,sara,4,I still hate myself but I’m less in my head rn,2025-05-07
681cfa7f4c6d94ba2cc28918,forest,9,I said it’s too lateeeeee,2025-05-08
681d62814bc1b1e6dd6fbf51,sara,5,At baseline once again,2025-05-08
681e3148ba2ca74f415adf51,sara,5,It’s never too late to apologize.,2025-05-09
681e979af9667b77c8d4ef3c,forest,8,Have to stop relying on others for happiness ,2025-05-09
681ed9196dbb4072ae84077c,sara,6,Feeling like I need to take the t more,2025-05-10
681fb574451f23a3a9a5371e,forest,8,Haven’t quit running yet which means there is still some additional hope left,2025-05-10
681ffb55889624cb52ff37e9,sara,5,Hi,2025-05-10
682020f8786c9596be24d1de,grace,8,,2025-05-11
68214eb7022cd76e1e6b67a8,sara,5,I had a lot of fun today with the gang,2025-05-11
6821713e62fc059ea9fdb0ab,forest,8,"Hanging out w the quitterz, trying my best to treasure these mundane moments, just wish I could appreciate them more",2025-05-11
68222c066ad882c193cd5eb4,forest,9,"Can’t think straight. I want to be pitied and get sympathy, but I wish I was strong and didn’t need it. I think I’m running too much to punish myself, and it’s the only thing I can do. Aaaaaaaaaaa",2025-05-12
6822744d9214487838c87d8f,sara,5,"A cheery morning for all to see, a secret between you and me, followed by the most heinous of things, I always wanna die rings in my head as I go through the day with a lot to say but don’t really speak because life is meal and I am weak",2025-05-12
682274929214487838c87d90,sara,5,"A cheery morning for all to see, a secret between you and me, followed by the most heinous of things, I always wanna die rings in my head as I go through the day with a lot to say but don’t really speak because life is meak and I am weak",2025-05-12
6822749b9214487838c87d91,sara,5,"A cheery morning for all to see, a secret between you and me, followed by the most heinous of things, I always wanna die rings in my head as I go through the day with a lot to say but don’t really speak because life is mek and I am weak",2025-05-12
682274a29214487838c87d92,sara,5,"A cheery morning for all to see, a secret between you and me, followed by the most heinous of things, I always wanna die rings in my head as I go through the day with a lot to say but don’t really speak because life is meek and I am weak",2025-05-12
68238592c8ae4883a6ededa8,forest,10,I hate everyone,2025-05-13
6823e9abc1f4846a8c28d02e,sara,7,Sour,2025-05-13
6824e02dd855129e5d330413,sara,8,I actually might quit if this doesn’t get resolved soon. I am breaking and I cannot do this for much longer. ,2025-05-14
68250e30c46a4cace1a45bc7,forest,9,Idk how much more resilience I have in me,2025-05-14
682681310b29072dcd04d157,forest,7,The process matters more than the results,2025-05-15
68268adfcbf41f29a8af544a,sara,6,Clarity in my future (edu),2025-05-15
682796d6f1ccb44a0f90d5c2,forest,8,"Congratz to grace for being the first quitter 🥲I feel old, I pulled a calf muscle going down two stairs in front of my house",2025-05-16
6827b488eb419eddd9ee9391,sara,7,I spent 7 hrs on my phone today scrolling plz help,2025-05-16
682929ec8c4d9560d6995752,forest,7,Absolutely destroyed by run today and lack of sleep. But hung out with quitterz which was good 🦛🦛,2025-05-17
68294b92a5cdd2c99b92260b,sara,4,Mc and taco bell,2025-05-17
682a5b4ced760e4c05b1b995,sara,6,My aunt said I am bolder than I used to be,2025-05-18
682a91bca0d8a5330ab8a394,forest,9,Crazy how easy it is for negative thoughts to spiral,2025-05-18
682ab42bbe27ecaf9b3efc5a,grace,8,judy marty and somer,2025-05-19
682bb61514858368ac27ebac,forest,8,Positivity is my misery,2025-05-19
682bd0977ddce7c3c715f70b,sara,3,"Watching pitch perfect 2, so what more could I ask for",2025-05-19
682cfd91e300925f6d76b446,sara,3,This morning was all I’ve ever wanted and Emily gave me a drawing kit and tonight is gonna go hard,2025-05-20
682e5c31c0274698bb421914,sara,7,Tired and feeling somewhat  depleted and apathetic,2025-05-21
682e6ce014673ce40074783d,forest,6,Actually feeling squishy today,2025-05-21
682f5cb4fff4508f3f60d931,forest,9,"Jealousy, admiration, envy. Small unimportant things destroy me",2025-05-22
682f92d0bd851402e22bcd4b,sara,8,Someone teach me how to not hate myseeeeeeelllttt,2025-05-22
6830b203db6b0009688d0f64,forest,8,Work is actually way lonelier without grace here,2025-05-23
68310e554f6b670a14252acf,sara,6,Surprisingly today went well despite the horrors I was ruminating in from the hours of 10pm to 7am,2025-05-23
683113b561d9db3214589818,grace,9,s a d a n d a l o n e ,2025-05-23
683211bbfe6e9a90d174c973,sara,3,3.5. Lyle gave my a free art print - highlight of my week. ,2025-05-24
683288de2cfd0cd9fc6256de,forest,8,Signed up for half mara tmrrw this could go poorly,2025-05-24
683358cbb333779ae80b0394,sara,4,I’m doing fine,2025-05-25
6833c07dd7cc23897e2e8ed2,forest,7,Took 5 hr nap today,2025-05-25
68349727750acf53275b4ffb,sara,5,I finished my book today ,2025-05-26
6834d8e67db75855e69e1100,forest,9,Feels hopeless ,2025-05-26
6836387bfe4951d1a7767d88,forest,8,I’m tired,2025-05-27
683663fafd1936b7fa57669d,sara,6,Trying to take care of my body (rolling is so painful as is not eating chips),2025-05-27
68375c3de837c14037944e45,forest,9,If this is how I will feel the rest of my life then why am I still alive,2025-05-28
68378dfaae2af0b898ab35e5,sara,6,Quaking from malnutrition and the graduation traffic,2025-05-28
6838c06d29757e7b6c0947ff,forest,10,**** *** *******,2025-05-29
683904fe27679503d53aff92,grace,9,bedge ,2025-05-29
6839082827679503d53aff93,sara,7,Existential crisis - I think I need to go back to school. At least I got to talk to Emily today and made her laugh joking about wanting to off myself. I think she thinks I’m serious. Maybe I am. ,2025-05-29
6839ecd8072e8303d49f6b32,grace,9,got my stuff today and am now overwhelmed with unpackingggg,2025-05-30
683a3236f276b188f4a570c2,forest,9,So tired. Running has not been going well lately ,2025-05-30
683b42388a9d6ec3fa37a456,sara,7,Never been worse,2025-05-31
683bb53016cf0fb4bd104803,forest,8,"good: got to hang w sara. bad: traffic, parallel parking, watermelon destroyed my arms, (no jacket)",2025-05-31
683c96cbfe1e9a1d4a5adb84,sara,6,Why can grown adults not manage their emotions and act maturely,2025-06-01
683ced7089d2f51d609c26c9,forest,8,Long run felt like death. Not smart to run my highest mileage week the week after a hm pr but I’m too stubborn ,2025-06-01
683e4533da3557d55ea35935,sara,7,Today wasn’t the best but it’s good that I have something to give me a false sense of purpose. Plus I finally started working on my website again which I’ve been putting off for the past 2 months. ,2025-06-02
683e47f2da3557d55ea35936,forest,7,Talked a bunch to Tori today which was nice. Running hurts rn,2025-06-02
683f5923906a0f391ea0a90d,forest,9,I need to find a cliff,2025-06-03
6840d07f4e61bb96a6883cd0,sara,7,Ugh I’ve been bad at ahome lately bc I haven’t been using my phone much but I had a convo with clemence and I think she wants me to join adfors. Also I went to lunch today. ,2025-06-04
6840eca28b0a5a6ae40c07ef,forest,9,"someone in my year of highschool committed suicide, crazy cause he got married last year. also I hate myself btw",2025-06-04
6840f3ec8b0a5a6ae40c07f0,grace,7,lunch here costs less than the cafe to eat at a restaurant,2025-06-04
6840f4068b0a5a6ae40c07f1,grace,7,lunch here costs less than the cafe to eat at a restaurant,2025-06-04
6840f46e8b0a5a6ae40c07f2,grace,8,brought and ate my lunch before a meeting just to find out that it was a catered meeting 🙃,2025-06-04
6840f4b78b0a5a6ae40c07f3,grace,7,lunch here costs less than the cafe for an actual restaurant ,2025-06-03
6840fd048b0a5a6ae40c07f4,grace,10,i left to go get some milk from the store,2025-05-22
6840fd0c8b0a5a6ae40c07f5,grace,10,i left to go get some milk from the store,2025-05-23
6840fd168b0a5a6ae40c07f6,grace,10,,2025-05-23
6840fd198b0a5a6ae40c07f7,grace,10,mc,2025-05-23
6840fd1c8b0a5a6ae40c07f8,grace,10,m,2025-05-23
6840fd1c8b0a5a6ae40c07f9,grace,10,,2025-05-23
6840fd318b0a5a6ae40c07fa,grace,10,mc is the only reason i’m not crying rn,2025-05-23
6840fd588b0a5a6ae40c07fb,grace,8,i’m so anxious,2025-06-02
6840fdbd8b0a5a6ae40c07fc,grace,10,~ lonely ~ i am so lone-ly - i have no-bodyyy to call my own ~,2025-05-18
6840fdc78b0a5a6ae40c07fd,grace,10,~ lonely ~ i am so lone-ly - i have no-bodyyy to call my own ~,2025-05-25
6840fe008b0a5a6ae40c07fe,grace,8,gotta clean for packersssss,2025-05-18
6840fe1c8b0a5a6ae40c07ff,grace,7,quitterz unite,2025-05-17
6840fe268b0a5a6ae40c0800,grace,7,quitterz unite,2025-05-14
6840fe3e8b0a5a6ae40c0801,grace,8,the last time for a while we got to hang ,2025-05-14
6840fe428b0a5a6ae40c0802,grace,8,the last time for a while we got to hang  ,2025-05-14
6840fe458b0a5a6ae40c0803,grace,8,the last time for a while we got to hang  i,2025-05-14
6840fe4a8b0a5a6ae40c0804,grace,8,the last time for a while we got to hang  ir,2025-05-14
6840fe4a8b0a5a6ae40c0805,grace,8,the last time for a while we got to hang  irl,2025-05-14
6840fe4c8b0a5a6ae40c0806,grace,8,the last time for a while we got to hang irl,2025-05-14
6840fe958b0a5a6ae40c0807,grace,8,the last time for a while we got to hang irl,2025-05-21
6840feb48b0a5a6ae40c0808,grace,5,going away party 10/10 - i love my friends ,2025-05-14
6840fee78b0a5a6ae40c0809,grace,5,,2025-05-14
6840fef18b0a5a6ae40c080a,grace,9,,2025-05-14
6840fef68b0a5a6ae40c080b,grace,9,m,2025-05-14
6841ecb0dab34a86e7f40a3f,forest,9,"Can barely function, head only has negative thoughts, had to leave work early",2025-06-05
684236eded0ac44afa9861c7,sara,7,And the thing is I don’t even know how to feel,2025-06-05
68436a6fd1ad1c7f350f6567,sara,7,"Distract my brain from the terrible news, it’s not living if it’s not with u",2025-06-06
68437e913f015384d23880ac,forest,7,Survived another bad patch. Maybe I have a stronger heart than I thought,2025-06-06
6844bcad7a94f906efd9c7f7,sara,7,Surprising calm despite the chaos - not soaking wet anymore after Italy pt 2,2025-06-07
6844f03be32f51ef9ac67e1c,forest,7,Rain is wet,2025-06-07
684614b424d83032753f35ff,forest,7,When does running get easier ,2025-06-08
684646e7a34604edbdb678e8,sara,8,How did we end up here,2025-06-08
68474e799c7f58ad68a3c80a,forest,8,I hate the person I’m becoming and I’m more insecure than ever,2025-06-09
684767bcf25b4121e71582dc,sara,7,Cron for the win,2025-06-09
6848ba35c308ac63d22da899,sara,7,How does one decipher a plethora of punctuation marks,2025-06-10
6848c384c308ac63d22da89a,forest,8,I was feeling terrible but run went good for the first time in a while and gonna mindlessly farm diamonds later so it’s not all bad,2025-06-10
6849d23e3d7e9ce22b80edd3,forest,9,Don’t do it!!!,2025-06-11
684a264d091ea311fb510c18,sara,9,Wish me luck I’m ded,2025-06-11
684b4f4d3c473ab0a8002eac,forest,8,"My brain can agree with the logic but my heart can’t, it hurts",2025-06-12
684c8d597a7a89b3d73625fb,grace,7,got off work early and ate like a pig at lunch by myself in my car,2025-06-13
684c8d8e7a7a89b3d73625fc,grace,9,the political state of this country is what’s driving me over the edge. how am i supposed to go to work everyday and pretend nothings happening ,2025-06-12
684c8db57a7a89b3d73625fd,grace,8,ate lunch w a coworkerrrrr im not lonely at alllllll ,2025-06-10
684c8dce7a7a89b3d73625fe,grace,9,i hate myself,2025-06-08
684c8dfc7a7a89b3d73625ff,grace,7,week 1 donerz ,2025-06-06
684c8e187a7a89b3d7362600,grace,7,week 1 donerz,2025-06-06
684c8e187a7a89b3d7362601,grace,7,week 1 doner,2025-06-06
684c8e1a7a7a89b3d7362602,grace,7,week 1 done,2025-06-06
684c8e1f7a7a89b3d7362603,grace,7,week 1 done!,2025-06-06
684c8e227a7a89b3d7362604,grace,8,week 1 done!,2025-06-06
684c904e7a7a89b3d7362605,forest,9,Hope my best bud feels better soon,2025-06-13
684f6277f34ffe37a547c8c3,forest,8,Dead tired ,2025-06-15
684f6afff34ffe37a547c8c4,sara,9,,2025-06-15
68508619f34ffe37a547c8c5,forest,9,Trying to do things for future me makes me want to end present me,2025-06-16
6851b865fc8119ed7a4b5602,forest,9,I hate myself so much it disgusts me,2025-06-17
6851f7bbfc8119ed7a4b5603,sara,9,,2025-06-17
685347d6fc8119ed7a4b5604,forest,8,So tired,2025-06-18
68534fcdfc8119ed7a4b5605,sara,9,,2025-06-18
6854b7ecfc8119ed7a4b5606,forest,9,I should just die already. I’m broken beyond repair,2025-06-19
6855daf8d2fe8982612e3929,sara,8,,2025-06-20
685613354b348b37abf90c2b,grace,6,i’ve gotten free lunch every day this week at work,2025-06-20
685613614b348b37abf90c2c,grace,9,i cri ,2025-06-19
6856138e4b348b37abf90c2d,grace,6,no work tmrw 🥳,2025-06-18
685613b04b348b37abf90c2e,grace,10,i’ve done nothing productive in my life for the past 5 years,2025-06-14
685613b94b348b37abf90c2f,grace,10,i’ve done nothing productive in my life for the past 5 years,2025-06-11
685613ca4b348b37abf90c30,grace,8,idioté,2025-06-11
6856145e4b348b37abf90c31,grace,9,"espresso depresso but good burrito for lunch that was paid for by not even my boss 10/10 as a reward for coming in today HAHAHAHA we didn’t even have off, just most ppl took off so it was a thanks for still coming even tho ik none of us want to be here consolation prize but ill take it! ",2025-06-20
685614d14b348b37abf90c32,grace,9,i’ve been so bad about taking my medication,2025-06-16
685614d84b348b37abf90c33,grace,9,i’ve been so bad about taking my medication ,2025-06-16
685614f24b348b37abf90c34,grace,9,i’ve been so bad about taking my medication so weed it is!,2025-06-16
68562bfe4b348b37abf90c35,forest,8,Fgffffffffffffffffffffffffff,2025-06-20
68573a564b348b37abf90c36,grace,9,what am i doing with my life,2025-06-21
685749f24b348b37abf90c37,sara,9,,2025-06-21
68574a314b348b37abf90c38,forest,8,Sjhshdjdjjddbjdjdbdhhhj,2025-06-21
6857804a4b348b37abf90c39,grace,10,what am i doing w my life,2025-06-21
685780ad4b348b37abf90c3a,grace,10,どうか私を死なせてください,2025-06-22
6857a14cfb5232c72dc3ed77,grace,7,no work tmrw 🥳,2025-06-18
68586dcbfb5232c72dc3ed78,forest,9,Why did I do that,2025-06-22
68586dd0fb5232c72dc3ed79,forest,9,Why did I do that,2025-06-22
6858b2a7fb5232c72dc3ed7a,sara,9,,2025-06-22
6859a3d0fb5232c72dc3ed7b,sara,9,,2025-06-23
6859f057fb5232c72dc3ed7c,forest,7,Prob just ran the best workout of my life in 90 degrees. Might have to full send a sub 20 min 5k attempt this weekend ,2025-06-23
685aeadfafe536433ad1973d,forest,9,Today sucked a lot. Idk why when nothing even happened. Just feels terrible when you can randomly have bad days. Also feeling a weird tingling sensation in my hamstring hopefully nothing wrong or it’s over ovee,2025-06-24
685b3484afe536433ad1973e,sara,8,Life feels normal and I don’t like it. Yet it feels emtpy without you,2025-06-24
685b3642afe536433ad1973f,sara,8,Life feels normal and I don’t like it. Yet it feels emtpy without you,2025-06-24
685b3642afe536433ad19740,sara,8,Life feels normal and I don’t like it. Yet it feels emtpwithout you,2025-06-24
685b364fafe536433ad19741,sara,8,Life feels normal and I don’t like it. Yet it feels empty you,2025-06-24
685b3654afe536433ad19742,sara,8,Life feels normal and I don’t like it. Yet it feels emptyw you,2025-06-24
685b3654afe536433ad19743,sara,8,Life feels normal and I don’t like it. Yet it feels empty you,2025-06-24
685b365aafe536433ad19744,sara,8,Life feels normal and I don’t like it. Yet it feels empty without you,2025-06-24
685bff7069bc6754e4cc953d,sara,10,,2025-06-12
685bff7869bc6754e4cc953e,sara,10,,2025-06-13
685c998a69bc6754e4cc953f,forest,8,It’s fine it only hurts if the rode slopes to the right,2025-06-25
685d8fdd69bc6754e4cc9540,forest,9,I can support sg’s goal of making the world a better home by leaving it,2025-06-26
685dcc0769bc6754e4cc9541,sara,8,Indifference,2025-06-26
685eeb1b69bc6754e4cc9542,forest,9,I want to be hurt,2025-06-27
685f424969bc6754e4cc9543,sara,7,I hate how happy I am,2025-06-27
68606a9ace165c32571e25d3,forest,8,,2025-06-28
68608f43ce165c32571e25d4,sara,8,The longing never ends,2025-06-28
68619206ce165c32571e25d5,forest,8,"fell a bit short, story of my life",2025-06-29
6861dd63ce165c32571e25d6,sara,8,"Today was a good day honestly, but my mind can’t escape from the nightmare. ",2025-06-29
